id	text	event1	event2	event3	event4	event5	event6	event7	event8
NLD100138	Hierbij geldt dat de 1,5 m gehandhaafd wordt vanaf 3 personen.	False	False	False	False	False	False	False	False	False
NLD100139	Alle gasten moeten gebruik maken van een zitplaats aan een tafel of bar.	False	False	False	False	False	False	False	False	False
NLD100140	Gasten dienen vooraf te reserveren.	False	False	False	False	False	False	False	False	False
NLD100141	Gasten dienen vooraf te reserveren.	False	False	False	False	False	False	False	False	False
NLD100142	De exploitant of beheerder is primair verantwoordelijk voor de naleving van de 1,5 meter en de overige voorschriften als ook de controle daarop.	False	False	False	False	False	False	False	False	False
NLD100143	Paracommerciële eet- en drinkgelegenheden die onderdeel zijn van buitensportaccommodaties (verenigingskantines) blijven gesloten.	False	False	False	False	False	False	False	False	False
NLD100144	Commerciële horecagelegenheden bij of op sportaccommodaties mogen onder bovengenoemde voorwaarden wel open voor gasten.	False	False	False	False	False	False	False	False	False
NLD100145	Buitenterrassen mogen open op voorwaarde dat de gasten een zitplaats aan een tafel hebben en anderhalve meter afstand houden, met uitzondering van personen die een gezamenlijk huishouden vormen.	False	False	False	False	False	False	False	False	False
NLD100146	Hierbij geldt dat de 1,5 m gehandhaafd wordt vanaf 3 personen.	False	False	False	False	False	False	False	False	False
NLD100147	Terrassen dienen aan de bovenzijde volledig open te zijn, dan wel aan de drie zijdes volledig open te zijn.	False	False	False	False	False	False	False	False	False
NLD100148	De exploitant of beheerder is primair verantwoordelijk voor de naleving van de 1,5 meter en de overige voorschriften als ook de controle daarop.	False	False	False	False	False	False	False	False	False
NLD100149	Voor terrassen in overdekte winkelcentra gelden dezelfde regels als voor de binnenruimten van eet- en drinkgelegenheden.	False	False	False	False	False	False	False	False	False
NLD100150	De exploitant of beheerder dient het terras zo in te richten dat gasten en personeel altijd anderhalve meter afstand kunnen houden tot elkaar.	False	False	False	False	False	False	False	False	False
NLD100151	Bij aanpalende terrassen zorgen de beheerders van deze terrassen gezamenlijk voor het in acht kunnen nemen van de anderhalve meter.	False	False	False	False	False	False	False	False	False
NLD100152	Van exploitanten of beheerders van een terras wordt verwacht dat zij zorg dragen voor het reguleren van de toestroom op het terras en daarbij ook clustering van wachtende of vertrekkende gasten buiten het terras voorkomen.	False	False	False	False	False	False	False	False	False
NLD100153	Eet- en drinkgelegenheden die onderdeel zijn van inrichtingen die nog zijn gesloten, blijven gesloten, tenzij uit deze aanwijzing anders voortvloeit.	False	False	False	False	False	False	False	False	False
NLD100154	De voorzitter van de veiligheidsregio draagt er zorg voor dat gemeenten een gebiedsaanpak opstellen voor horeca concentratiegebieden ter voorkoming van grote drukte en toestroom in deze gebieden.	False	False	False	False	False	False	False	False	False
NLD100155	Bioscopen en culturele instellingen.	False	False	False	False	False	False	False	False	False
NLD100156	In afwijking van deel I, onderdeel 1 en 2, van de aanwijzing van 24 april 2020 mogen bioscopen, filmhuizen, concertzalen, podia voor alle genres van muziek, theaters en hiermee vergelijkbare culturele instellingen vanaf 1 juni 12.00 uur op publiekgerichte activiteiten organiseren.	False	False	False	False	False	False	False	False	False
NLD100157	Per afzonderlijke ruimte binnen deze instellingen mogen maximaal 30 bezoekers tegelijkertijd aanwezig zijn.	False	False	False	False	False	False	False	False	False
NLD100158	Een zichtbaar gescheiden podium wordt als een afzonderlijke ruimte beschouwd.	False	False	False	False	False	False	False	False	False
NLD100159	Alle aanwezigen dienen onderling 1.5 meter afstand te houden, met uitzondering van personen die een gezamenlijk huishouden vormen.	False	False	False	False	False	False	False	False	False
NLD100160	Bezoekers moeten vooraf reserveren.	False	False	False	False	False	False	False	False	False
NLD100161	Musea, presentatie-instellingen en monumenten.	False	False	False	False	False	False	False	False	False
NLD100162	Musea, presentatie-instellingen en monumenten met een publieksfunctie mogen  per 1 juni, 12.00 uur ook weer open voor bezoekers.	False	False	False	False	False	False	False	False	False
NLD100163	Bezoekers dienen vooraf per tijdvak te reserveren.	False	False	False	False	False	False	False	False	False
NLD100164	De instellingen dienen de toegangs- en verblijfstijden en de inrichting van de instelling zodanig te organiseren dat bezoekers steeds 1,5 meter afstand kunnen houden, met uitzondering van personen die een gezamenlijk huishouden vormen.	False	False	False	False	False	False	False	False	False
NLD100165	De bepaling in II, onderdeel 4 van de aanwijzing van 24 april komt als volgt te luiden:	False	False	False	False	False	False	False	False	False
NLD100166	4. In het openbaar vervoer is per 1 juni voor reizigers vanaf 13 jaar het dragen van een niet-medisch mondneuskapje verplicht.	False	False	False	False	False	False	False	False	False
NLD100167	Handhaving vindt in de praktijk plaats door de vervoerders als toezichthouders aangewezen personen en andere op grond van de Wet Personenvervoer 2000 aangewezen toezichthouders.	False	False	False	False	False	False	False	False	False
NLD100168	Beëindigen of beperken van voorzieningen voor openbaar vervoer, in overleg met de vervoerder, indien deze zich niet of onvoldoende mate houden aan de verwezenlijking van de beperkende maatregelen met betrekking tot het dragen van een mondneuskapje en het zo veel mogelijk houden van 1,5 meter afstand tussen alle in de voorziening aanwezige personen, of aan het op adequate wijze zichtbaar duidelijk maken daarvan, mits de beëindiging van deze voorziening het transport van personen die werkzaam zijn in vitale processen of transport dat anderszins noodzakelijk is voor de mobiliteit van Nederland niet onnodig belemmert.	False	False	False	False	False	False	False	False	False
NLD100169	Het verbod op het bieden van onderwijsactiviteiten in onderwijsinstellingen wordt, voor het voortgezet onderwijs, opgeheven vanaf 2 juni.	False	False	False	False	False	False	False	False	False
NLD100170	Het onderwijs wordt stapsgewijs weer opgestart.	False	False	False	False	False	False	False	False	False
NLD100171	Scholen voor voortgezet speciaal onderwijs c.a. kunnen weer geheel open.	False	False	False	False	False	False	False	False	False
NLD100172	Hierbij moeten door de genoemde onderwijsinstellingen zorgvuldige maatregelen genomen worden om het risico van besmetting te beperken, waaronder 1,5 meter afstand houden tussen alle aanwezige personen in deze instellingen (voor het voortgezet speciaal onderwijs in bijzondere omstandigheden zo veel als mogelijk.	False	False	False	False	False	False	False	False	False
NLD100173	Daarnaast moeten zij aan leerlingen vragen het openbaar vervoer te mijden.	False	False	False	False	False	False	False	False	False
NLD100174	Vanaf 8 juni wordt, het basisonderwijs volledig hervat, tenzij hiervoor blijkt dat dit i.v.m. de verspreiding van het virus niet verantwoord is.	False	False	False	False	False	False	False	False	False
NLD100175	Het gedeeltelijk verbod op de openstelling van kinder- en buitenschoolse opvang komt eveneens te vervallen.	False	False	False	False	False	False	False	False	False
NLD100176	Het verbod op het bieden van onderwijsactiviteiten in onderwijsinstellingen in het middelbaar beroepsonderwijs en het hoger onderwijs wordt per 15 juni opgeheven voor het houden van examens, tentamens, toetsen, praktijk(gericht)onderwijs en begeleiding van kwetsbare studenten op de onderwijsinstelling, voor zover dit online niet afdoende kan.	False	False	False	False	False	False	False	False	False
NLD100177	Voorwaarde hiervoor is dat de instellingen zorgvuldige maatregelen nemen om het risico op besmetting te beperken waaronder het houden van 1,5 meter afstand tussen alle in deze instellingen aanwezige personen en dat van studenten wordt gevraagd het openbaar vervoer zoveel mogelijk te mijden.	False	False	False	False	False	False	False	False	False
NLD100178	De instellingen dienen met relevante partijen afspraken te maken over mobiliteit en het gebruik van het openbaar vervoer.	False	False	False	False	False	False	False	False	False
