DOCID,SENID,DOCDATE,COUNTRYNAME,COUNTRYACR,COUNTRYCODE,REGION,REGION CODE,IDARTICLE,LEGAL TEXT_EN,COMMENT,AUTHORITY,COVERAGE,LEGALFORM,VERIFLEGAL,TARGETEDGROUPS,CONSTRAINTS,ANNOUNCE,TOTALNBFINES,TOTALNBJAIL,TOTALNBRARRTESTS,TYPEVENT1,SUBTYPEVENT101,SUBTYPEVENT102,SUBTYPEVENT103,SUBTYPEVENT104,SUBTYPEVENT105,SUBTYPEVENT106,SUBTYPEVENT107,SUBTYPEVENT108,SUBTYPEVENT109,SUBTYPEVENT110,SUBTYPEVENT111,COMMENT1,TYPEVENT2,SUBTYPEVENT201,SUBTYPEVENT202,SUBTYPEVENT203,SUBTYPEVENT204,SUBTYPEVENT205,SUBTYPEVENT206,SUBTYPEVENT207,COMMENT2,TYPEVENT3,SUBTYPEVENT301,SUBTYPEVENT302,SUBTYPEVENT303,SUBTYPEVENT304,SUBTYPEVENT305,SUBTYPEVENT306,SUBTYPEVENT307,SUBTYPEVENT308,SUBTYPEVENT309,SUBTYPEVENT310,SUBTYPEVENT311,COMMENT3,TYPEVENT4,SUBTYPEVENT401,SUBTYPEVENT421,SUBTYPEVENT402,SUBTYPEVENT403,SUBTYPEVENT404,SUBTYPEVENT405,SUBTYPEVENT406,SUBTYPEVENT407,SUBTYPEVENT427,SUBTYPEVENT408,SUBTYPEVENT409,SUBTYPEVENT410,SUBTYPEVENT411,SUBTYPEVENT412,SUBTYPEVENT413,SUBTYPEVENT414,SUBTYPEVENT415,COMMENT4,TYPEVENT9,SUBTYPEVENT901,SUBTYPEVENT902,SUBTYPEVENT903,SUBTYPEVENT904,SUBTYPEVENT905,COMMENT9,TYPEVENT5,SUBTYPEVENT501,SUBTYPEVENT502,SUBTYPEVENT503,SUBTYPEVENT504,SUBTYPEVENT505,SUBTYPEVENT506,SUBTYPEVENT507,SUBTYPEVENT508,COMMENT5,TYPEVENT6,SUBTYPEVENT601,SUBTYPEVENT602,SUBTYPEVENT603,SUBTYPEVENT604,SUBTYPEVENT605,SUBTYPEVENT606,SUBTYPEVENT607,SUBTYPEVENT608,SUBTYPEVENT609,SUBTYPEVENT610,SUBTYPEVENT611,SUBTYPEVENT612,SUBTYPEVENT613,SUBTYPEVENT614,COMMENT6,TYPEVENT7,SUBTYPEVENT701,SUBTYPEVENT702,SUBTYPEVENT703,SUBTYPEVENT704,SUBTYPEVENT705,SUBTYPEVENT706,SUBTYPEVENT707,SUBTYPEVENT708,SUBTYPEVENT709,SUBTYPEVENT710,SUBTYPEVENT711,COMMENT7,TYPEVENT8,SUBTYPEVENT801,SUBTYPEVENT802,SUBTYPEVENT803,SUBTYPEVENT804,SUBTYPEVENT805,SUBTYPEVENT806,COMMENT8,LEGAL_TEXT_OR
HUN10010,HUN100028,23-Mar-20,Hungary,HUN,0,,,,(5) The provisions of this Section have already been paid on the basis of contracts outstanding at twenty-four o'clock on 18 March 2020.apply to loans,,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,(5) E  § rendelkezéseit a  2020. március 18. napján huszonnégy órakor fennálló szerződések alapján már folyósított kölcsönökre kell alkalmazni.
HUN10010,HUN100029,23-Mar-20,Hungary,HUN,0,,,,"§ 2Unsecured consumer loans taken out under a contract concluded after the entry into force of this RegulationIn this case, the total loan fee ratio may not exceed the central bank base rate increased by five percentage points.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"2. § E rendelet hatálybalépését követően kötött szerződés alapján felvett, zálogjoggal nem biztosított fogyasztói hitelek esetén a teljes hiteldíj mutató nem haladhatja meg a jegybanki alapkamat öt százalékponttal növelt mértékét."
HUN10010,HUN100030,23-Mar-20,Hungary,HUN,0,,,,"§ 3(1) The tourism, catering, entertainment, gambling, film, performing,for non-residential premises in the event management and sports services sectorsleases may not be terminated by 30 June 2020.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"3. § (1) A  turisztikai, a  vendéglátóipari, a  szórakoztatóipari, a  szerencsejáték, a  filmipari, az  előadóművész, a rendezvényszervező és a sportszolgáltatást nyújtó ágazatok tekintetében a nem lakás céljára szolgáló helyiségre vonatkozó bérleti szerződéseket 2020. június 30-áig nem lehet felmondással megszüntetni."
HUN10010,HUN100031,23-Mar-20,Hungary,HUN,0,,,,"2. The rent referred to in paragraph 1 may not be increased during an emergency, even if it isthe contract otherwise allows.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"(2) Az (1) bekezdés szerinti  bérleti díj a  veszélyhelyzet fennállása alatt nem emelhető, abban az  esetben sem, ha azt a szerződés egyébként lehetővé teszi."
HUN10013,HUN100032,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"The governmentwithin its original legislative competence as defined in Article 53 (2) of the Basic Law,acting within the scope of its duties as defined in Article 15 (1) of the Basic Law, orders:",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"A Kormány az Alaptörvény 53. cikk (2) bekezdésében meghatározott eredeti jogalkotói hatáskörében, az Alaptörvény 15. cikk (1) bekezdésében meghatározott feladatkörében eljárva a következőket rendeli el:"
HUN10013,HUN100033,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,§ 11. Everyone with the exception of those living in the same household shall have the least possible contact with other people.and keep a distance of at least 1.5 meters from the other person if possible,,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,1,100,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"1. § (1) Mindenki köteles más emberekkel a szociális érintkezést – a közös háztartásban élők kivételével – a lehető legkisebb
mértékűre korlátozni, és a másik embertől lehetőség szerint legalább 1,5 méter távolságot tartani."
HUN10013,HUN100034,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,2. Paragraph 1 shall also apply to public transport,,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,(2) Az (1) bekezdést a tömegközlekedés során is alkalmazni kell.
HUN10013,HUN100035,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 2 It is forbidden to stay in a catering shop, except for those employed there.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,100,,,,,,,100,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,2. § Vendéglátó üzletben – az  ott foglalkoztatottak kivételével – tartózkodni tilos.
HUN10013,HUN100036,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 3 For good reasons for leaving the place of residence, stay or private residence as defined in this Regulation can take place",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,100,,,,,,,,0,,,,100,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"3. § A lakóhely, a tartózkodási hely, illetve a magánlakás elhagyására az e rendeletben meghatározott alapos indokkal kerülhet sor"
HUN10013,HUN100037,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

a) employment, professional obligations, economic, agricultural and forestry activities, andin a shop selling the materials and equipment necessary to do so (in particularin a shop selling technical articles, building materials and tools),",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

a) a munkavégzés, a hivatásbeli kötelezettség, a gazdasági, mezőgazdasági és erdészeti tevékenység, valamint az  ezek elvégzéséhez nélkülözhetetlen anyagokat, valamint eszközöket árusító üzletben (különösen a műszaki cikket, az építőanyagot és eszközöket árusító üzletben) történő vásárlás,"
HUN10013,HUN100038,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:
b)accompanying a minor child for the purpose of small group supervision during the day,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

b) napközbeni kiscsoportos felügyelet okán a kiskorú gyermek kísérése,"
HUN10013,HUN100039,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

c)access to health care and services, including physical and mental in addition to healing activitieshealth services provided for the maintenance of health (in particular psychotherapeutic care,physiotherapy, physiotherapy),",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

c) az egészségügyi ellátás és szolgáltatás igénybevétele, beleértve a gyógyító tevékenységen túl a testi és a lelki
egészség megőrzése céljából nyújtott egészségügyi szolgáltatásokat (különösen pszichoterápiás ellátás,
fizioterápiás kezelés, gyógytorna),"
HUN10013,HUN100040,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

d)individual leisure sports activities, leisure pedestrian traffic according to § 5,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

d) az egyéni szabadidős sporttevékenység, szabadidős célú gyalogos közlekedés az 5. § szerint,"
HUN10013,HUN100041,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

e)marriage and funeral in a small family circle,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

e) a házasságkötés és a temetés szűk családi körben,"
HUN10013,HUN100042,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

f)purchases in a grocery store selling daily consumer goods (hereinafter: grocery store)",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

f) a napi fogyasztási cikket értékesítő élelmiszerüzletben (a továbbiakban: élelmiszerüzlet) történő vásárlás"
HUN10013,HUN100043,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

g)other items sold daily (perfume, drugstore, household cleaner, chemicalgoods and hygiene paper products) (hereinafter together: the drugstore)",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

g) a napi fogyasztási cikket értékesítő egyéb (illatszert, a  drogériai terméket, a  háztartási tisztítószert, a  vegyi
árut és a higiéniai papírterméket árusító) üzletben (a továbbiakban együtt: drogéria) történő vásárlás,"
HUN10013,HUN100044,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

h)purchase in a pet food and feed store,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

h) az állateledelt, takarmányt forgalmazó üzletben történő vásárlás,"
HUN10013,HUN100045,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

i) purchase in an agricultural shop, including a fertilizer shop and a slaughterhouse,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

i) a mezőgazdasági üzletben történő vásárlás, ideértve műtrágyát értékesítő üzletet és vágóhidat,"
HUN10013,HUN100046,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

j)purchase on the market, on the local producer market (hereinafter collectively: the market),",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

j) a piacon, a helyi termelői piacon (a továbbiakban együtt: piac) történő vásárlás,"
HUN10013,HUN100047,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

k)in the shop selling the medicinal product, the medical device (hereinafter together: pharmacy)purchase,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

k) a gyógyszert, a  gyógyászati segédeszközt forgalmazó üzletben (a továbbiakban együtt: gyógyszertár)
történő vásárlás,"
HUN10013,HUN100048,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

l)visiting the gas station,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

l) az üzemanyag-töltőállomás felkeresése,"
HUN10013,HUN100049,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

m) shopping in a tobacco shop",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

m) a dohányboltban történő vásárlás,"
HUN10013,HUN100050,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

n) use of the hairdresser's and manicure services,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

n) a fodrász, a manikűrös szolgáltatások igénybevétele,"
HUN10013,HUN100051,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

o) use of transport, cleaning and hygiene services,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

o) a szállítási, tisztítási és higiéniás szolgáltatások igénybevétele"
HUN10013,HUN100052,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

p) related to the repair of motor vehicles and bicycles, agricultural and forestry machinery and equipmentuse of services",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

p) a gépjármű- és kerékpárszerviz, a mezőgazdasági és erdészeti gépek és berendezések javításával kapcsolatos
szolgáltatások igénybevétele,"
HUN10013,HUN100053,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

q)use of waste management services",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

q) a hulladékgazdálkodással összefüggő szolgáltatások igénybevétele"
HUN10013,HUN100054,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

r)in the most urgent case, administration requiring a personal appearance, such as official, banking, financial,use of insurance and postal services,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

r) a legszükségesebb esetben a  személyes megjelenést igénylő ügyintézés, így hatósági, banki, pénzügyi,
biztosítási és postai szolgáltatások igénybevétele,"
HUN10013,HUN100055,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

s)animal care, public walking of pets, visits to the veterinary clinic and the veterinary hospital,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

s) az állatok ellátása, háziállat közterületi sétáltatása, az állatorvosi rendelő és az állatkórház látogatása,"
HUN10013,HUN100056,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

t)parental rights and obligations,",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

t) a szülői jogok és kötelezettségek,"
HUN10013,HUN100057,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 4(1) A good reason pursuant to § 3:

u)credit activity.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"4. § (1) A 3. § szerinti alapos indok:

u) a hitéleti tevékenység."
HUN10013,HUN100058,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"(2) There is also a good reason, in compliance with the provisions of § 1, for those who are unable to take care of themselves,or for a person in need of assistance (such as a minor, an elderly person and a sick person)assistance.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"(2) Alapos indok továbbá – az  1.  §-ban meghatározottak betartásával – a  magáról gondoskodni nem tudó,
vagy segítéségre szoruló személy (például kiskorú személy, idős személy és beteg személy) részére történő
segítségnyújtás."
HUN10013,HUN100059,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 5Individual leisure sports activities, leisure walking on the outskirts, and settlementsin the interior, preferably in green areas, alone or with those living in the same householdmay be continued by keeping a distance of at least 1.5 meters from others.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"5. § Egyéni szabadidős sporttevékenység, szabadidős célú gyalogos közlekedés külterületen, valamint a  települések belterületén – lehetőség szerint a  zöldterületeken – egyedül vagy ugyanazon háztartásban élőkkel közösen folytatható azzal, hogy másoktól legalább 1,5 méter távolságot kell tartani."
HUN10013,HUN100060,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 61. A person who has reached the age of 65 for the benefit of himself or his family may engage in a grocery, drugstore, market oryou can visit the pharmacy between 9:00 and 12:00.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"6. § (1) Saját és családja érdekében a  65. életévét betöltött személy az  élelmiszerüzletet, drogériát, piacot vagy
gyógyszertárat 9.00 óra és 12.00 óra közötti időben látogathatja"
HUN10013,HUN100061,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"(2) In a grocery store, drugstore, market or pharmacy between 9.00 and 12.00 except for employed persons, only the person referred to in paragraph 1 may reside.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"(2) Az  élelmiszerüzletben, drogériában, piacon vagy gyógyszertárban 9.00 óra és 12.00 óra közötti időben az  ott foglalkoztatottak kivételével kizárólag az (1) bekezdés szerinti személy tartózkodhat"
HUN10013,HUN100062,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,§ 7The restriction specified in Section 1 (1) and specified in Section 2 and Section 6 (2)enforcement of the regulation is the responsibility of the room operator.,,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"7. § Az 1. § (1) bekezdésében meghatározott korlátozás, valamint a 2. §-ban és a 6. § (2) bekezdésében meghatározott előírás érvényesítése a helyiség üzemeltetőjének a felelőssége."
HUN10013,HUN100063,27-Mar-20,Hungary,HUN,0,,,71/2020. (III. 27.) Korm. Rendelet,"§ 81. Compliance with the restrictive measures under this Regulation shall be monitored by the police, military police and law enforcement agenciesany body under the Act on the Employment of Professional Staff of Bodies Performing Dutiesinvolving.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,,"8. § (1) E  rendelet szerinti korlátozó intézkedések betartását a  rendőrség ellenőrzi, a  katonai rendészet és a  rendvédelmi feladatokat ellátó szervek hivatásos állományának szolgálati jogviszonyáról szóló törvény szerinti bármely szerv bevonásával."
