ID,Unique ID,Country,Region,Date,Document name,Document ID,Paragraph text,Paragraph ID,Event 1,Event 2,Event 3,Event 4,Event 5,Event 6,Event 7,Event 8,Sanctions event,Target group,Duration mentioned
150,10102,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,Every government department to have a designated ministerial virus lead to help oversee government response to the global threat of COVID-19,2,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
151,10103,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,Cross-government ‘war room’ of communications experts and scientists also set up ahead of public information blitz in coming weeks,3,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
152,10104,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Further COBRs planned this week, with ministerial COBR meetings upgraded to be held more frequently, if required",4,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
153,10105,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"All 4 parts of the UK will work together against the potential of a COVID-19 epidemic in the UK, under the government’s new approach to pandemic preparation.",5,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
154,10106,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Every department will have a designated ministerial virus lead to help oversee the cross-government response to the outbreak, with the government increasing the number of COBRs meetings.",6,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
155,10107,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The Prime Minister will chair a meeting of COBR on Monday as part of this co-ordinated response, and has today received a situation briefing by the Chief Medical Officer and the Secretary of State from the Department of Health and Social Care.",7,,,,,,,,,,,
156,10108,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Other government departments will increase their preparations as part of the comprehensive approach to Coronavirus, which has been led so far by DHSC working with NHS England and Public Health England.",8,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
157,10109,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,Leading scientific experts and senior civil servants will also increase the number of high-level meetings to support ministers in their preparations.,9,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
158,101010,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The move comes as government prepares to jointly publish an updated action plan on the response of the health care system and the public to COVID-19 together with the governments in the devolved nations. The document, expected to be published later this week, will outline the steps government will take to manage COVID-19 if it there is a sustained UK epidemic.",10,,,,,,,,Publicity of executive's measures,,,
159,101011,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The plan will be based on the government’s existing contingency plans for responding to a pandemic flu outbreak, but has been adapted to take account of the differences between COVID-19 and pandemic influenza – ensuring government has been able to quickly develop an effective response while leaving further room to adapt the plan over time.",11,,,,,,,,Publicity of executive's measures,,,
160,101012,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Prime Minister Boris Johnson said:
We must prepare for Coronavirus and listen to the advice of the Chief Medical Officer – especially about the importance of washing our hands with soap. We should be doing that for 20 seconds, and more often than we would normally think was necessary. This will make a real difference in stopping this virus spread.",12,,,Medical advice,,,,,,,,
161,101013,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,Prime Minister Boris Johnson said Coronavirus may very well be a challenge in the weeks and months ahead. But I have no doubt that with the help of the NHS and its incomparable staff this country will get through it – and beat it.,13,,,,,,,,,,,
162,101014,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,Health Secretary Matt Hancock said: The UK is a world leader in preparing for and managing disease outbreaks and I have every confidence in our nation’s ability to respond to the threat of COVID-19.,14,,,,,,,,Publicity of executive's measures,,,
163,101015,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Health Secretary Matt Hancock said Public safety is our top priority. Our battle plan will ensure that as this escalates, every part of government is working together to share the responsibility of tackling the health, economic, and social impacts of COVID-19.",15,,,,,,,,Publicity of executive's measures,,,
164,101016,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Health Secretary Matt Hancock said The government and the NHS are working 24/7 to fight this virus, but cannot do this alone. Every single person has a role to play in helping to manage the spread of the virus - whether that’s washing your hands more often, catching your sneezes, and following clinical advice by calling NHS 111 not going to A&E if you develop symptoms.",16,,,Compulsory medical measures,,,,,,,,
165,101017,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"While we are currently in the ‘containment’ phase where isolated cases are transferred to hospital and detailed contact tracing is carried out, the next phase could see broader measures introduced to keep the public safe and relieve the pressure on the NHS.",17,,,Compulsory medical measures,,,,,,,,
166,101018,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"These could include looking at emergency registration of health professionals who have retired, the introduction of emergency indemnity coverage for health care workers to provide care or diagnostic services and relaxation of rules around staff to pupil ratios in education and childcare settings.",18,Executive decision-making,,,,,,,,,,
167,101019,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"More widely, government is considering whether to encourage more home working and discourage unnecessary travel as part of a ‘social distancing’ strategy that would delay the peak of the outbreak until later in the year, potentially helping combat the virus in warmer weather conditions.",19,,,Stay at home requirements,,,,,,,,
168,101020,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The Prime Minister has also ordered a war room to be convened in the Cabinet Office, featuring a cross-Whitehall team of communications experts to roll out the public information campaign and respond quickly to cross-department issues.",20,Set up of a dedicated crisis accountability mechanism,,,,,,,Creation of certification of information by gov system,,,
169,101021,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The campaign will launch this week, and will feature posters and social media adverts to reinforce the importance of hand-washing, for 20 seconds or more with water and soap, to prevent the spread of the virus. NHS, Public Health England and Local Authority Public Health teams up and down the country are working tirelessly to support everyone in need of advice, testing or treatment.",21,,,,,,,,Creation of certification of information by gov system,,,
170,101022,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are:
coronavirus to be a standing item on the weekly Cabinet agenda, with the PM continuing to oversee the government approach",22,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
171,101023,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are all DHSC ministers will be involved in the efforts to tackle COVID-19",23,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
172,101024,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are: regular press briefings led by the Secretary of State and Chief Medical Officer Chris Whitty",24,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
173,101025,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are: all departments to designate a junior minister to be responsible for their department’s COVID-19 action, for instance on schools or businesses",25,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
174,101026,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Since January, public health teams and world leading scientists have been working round the clock on the COVID-19 response, and government has been working with partners across the country to provide tailored advice to the public, travelers coming into the country and those most at risk from COVID-19.",26,,,,,,,,,,,
175,101027,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Public Health England have already concluded over 10,000 tests so far, and all but 23 have been negative. Latest figures are published daily at 2pm.
Expert teams are actively tracing those who have come into contact with a suspected case.",27,,,Tracing down,,,,,,,,
176,101028,UK,UK,01.03.2020,Health Secretary sets out government 'battle plan' for COVID-19,1010,"Unless an individual has been contacted already or has travelled to an affected area, they should be reassured it is not necessary for them to take any further action.",28,,,,,,,,,,,
177,10111,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,Further measures expected to be included in upcoming COVID-19 Emergency Bill include an expansion of video hearings in courts and new powers to make it easier for volunteers to support the fight against COVID-19,1,,,,,,,,,,,
178,10112,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Comes as cross-government approach to tackling virus continues to accelerate, including ensuring detailed guidance is in place to help those self-isolating",2,,,Self-isolation / quarantine,,,,,,,,
179,10113,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"NHS also announce calls to NHS 111 increase by more than a third compared to same period last year, with 500 extra call staff recruited to handle higher demand",3,,,,,,,,,,,
180,10114,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Government has today outlined further detail on proposed measures expected to be included in an upcoming COVID-19 Emergency Bill, as plans continue to accelerate ahead of an expected move from ‘contain’ to ‘delay’.",4,,,,,,,,Publicity of executive's measures,,,
181,10115,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,Health Secretary Matt Hancock has outlined how volunteers – who already play a central role in helping the health and social care system function – will be given additional employment safeguards so they can leave their main jobs and temporarily volunteer in the event of a widespread pandemic.,5,,,,,,,,,,,
182,10116,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Around 3 million individuals volunteer in a health, community health and social care setting. In the event of a pandemic, we want to be able to maximise the number of volunteers and the amount of time they can commit to supporting the health and social care system – without fear of them losing their jobs. Under these proposed measures, government will ensure the jobs of skilled, experienced or qualified volunteers are protected for up to four weeks to allow them to shore up resilience across the health and social care systems. As part of this, leading business groups will be consulted thoroughly about how best to implement these changes.",6,,,,,,,,,,,
183,10117,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Further proposed measures the government are thought to be considering include allowing certain civil proceedings in the magistrates’ courts to be conducted via telephone or video, as well as the expansion of audio and video live links in various criminal proceedings. The provisions will ensure individuals who may be forced to self-isolate are still able to appeal to a court, while ensuring courts can continue to operate even in the height of an epidemic so that justice is delivered.",7,Change of ordinary court procedure,,,,,,,,,,
184,10118,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Following last week’s announcement that measures will also consider emergency registration of health professionals who have since retired, the Bill will also look at ensuring that any retired staff who return to work in the NHS will not have their pensions negatively impacted.",8,,,,,,,,,,,
185,10119,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Health Secretary Matt Hancock said:
We will do all we can to contain coronavirus, but as we know, COVID-19 is spreading across the world, so I want to ensure government is doing everything in its power to be ready to delay and mitigate this threat.",9,,,,,,,,Publicity of executive's measures,,,
186,101110,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Health Secretary Matt Hancock said: Public safety is my top priority. Responding to coronavirus is a massive national effort and I’m working with colleagues across government to ensure we have a proportionate emergency bill, with the right measures to deal with the impacts of a widespread COVID-19 outbreak.",10,,,,,,,,Publicity of executive's measures,,,
187,101111,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Health Secretary Matt Hancock said: We plan for the worst and work for the best, and the NHS is working 24/7 to fight this virus. Calls to NHS 111 have increased by more than a third and we have already put in place 500 extra staff to help with this increase. Every person has a role to play in managing the spread of COVID-19 – whether that’s washing your hands more often for 20 seconds or catching your sneezes.",11,,,,,,,,Publicity of executive's measures,,,
188,101112,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"The COVID-19 emergency Bill is also expected to have strong safeguards, including sunsetting after two years, and government is clear that it will only use proposed measures if needed – based on clinical and scientific advice.",12,Set up of a dedicated crisis accountability mechanism,,,,,,,,,,
189,101113,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"New NHS data released this week showed that telephone calls to NHS 111 were up by more than a third compared with the same time last year, with an extra 120,000 calls to NHS 111 in the first week of March. Between Thursday 27 February and Thursday 5 March, NHS 111 answered 389,779 calls. To help deal with this demand, the NHS have announced around 500 additional initial call responders have already been trained, an increase of 20%, and people can also visit NHS 111 online.",13,,,,,,,,,,,
190,101114,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Today’s developments follow significant government action over the last week, including:
A PM-led press conference with the Chief Medical Officer Professor Chris Whitty and Chief Scientific Adviser Sir Patrick Vallance announcing the publication of the government’s Coronavirus action plan",14,,,,,,,,Publicity of executive's measures,,,
191,101115,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Today’s developments follow significant government action over the last week, including:Two ministerial-led COBRs to oversee the government’s response to the COVID-19 outbreak as well as numerous ministerial and clinician-led meetings",15,,,,,,,,Publicity of executive's measures,,,
192,101116,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Today’s developments follow significant government action over the last week, including: The unveiling of the latest phase of the government’s communications campaign to encourage the public to do their bit to prevent the spread of the virus",16,,,,,,,,Creation of certification of information by gov system,,,
193,101117,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Today’s developments follow significant government action over the last week, including: The launch of the government’s cross-government ‘war room’ of communications experts and scientists",17,,,,,,,,Publicity of executive's measures,,,
194,101118,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"As part of the government’s cross-government approach, all government departments have started to engage with industry leads in their respective areas as government, with DCMS due to host a meeting with sporting bodies tomorrow and Defra expected to undertake further meetings with supermarkets this week.",18,,,,,,,,Creation of certification of information by gov system,,,
195,101119,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"The government’s public health campaign launched last week, featuring posters and social media adverts to reinforce the importance of hand-washing, for 20 seconds or more with water and soap, to prevent the spread of the virus. NHS, Public Health England and Local Authority Public Health teams up and down the country continue to work tirelessly to support everyone in need of advice, testing or treatment.",19,,,,,,,,,,,
196,101120,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Since January, public health teams and world leading scientists have been working round the clock on the COVID-19 response, and government has been working with partners across the country to provide tailored advice to the public, travellers coming into the country and those most at risk from COVID-19.",20,,,,,,,,,,,
197,101121,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Public Health England have already concluded over 21,000 tests so far, with all but 206 coming back negative. Latest figures are published daily.
We have also announced over the last week that 2 individuals who tested positive for COVID-19 have sadly died. Both were older individuals with underlying health issues.",21,,,,,,,,,,,
198,101122,UK,UK,08.03.2020,Government outlines further plans to support health and social care system in fight against COVID-19,1011,"Expert teams continue to actively trace those who have come into contact with a suspected case. Unless an individual has been contacted already or has travelled to an affected area, they should be reassured it is not necessary for them to take any further action.",22,,,Tracing down,,,,,,,,
199,10121,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"This morning I chaired a meeting of the government’s COBR emergency committee on the Coronavirus outbreak.
The First Ministers of Scotland and Wales and the First Minister and deputy First Minister of Northern Ireland also attended and we agreed to continue to work closely in the weeks and months ahead. We received a detailed briefing from the Chief Medical Officer and the Chief Scientific Advisor. And again I repeat my gratitude to both Chris and to Patrick.
There have now been four deaths from coronavirus in the UK, and our deepest sympathies are obviously with their friends and families.",1,,,,,,,,Publicity of executive's measures,,,
200,10122,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"Our action plan as you know sets out the four phases of our approach to tackling the virus: Contain, Delay, Research, and Mitigate.",2,,,,,,,,Publicity of executive's measures,,,
201,10123,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"We remain in the Contain phase of the outbreak, but watching what is happening around the world, our scientists think containment is extremely unlikely to work on its own, and that is why we are making extensive preparations for a move to the delay phase.",3,,,,,,,,Publicity of executive's measures,,,
202,10124,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"We are preparing various actions to slow the spread of this disease in order to reduce the strain it places on the NHS. The more we can delay the peak of the spread to the summer, the better the NHS will be able to manage.",4,,,,,,,,Publicity of executive's measures,,,
203,10125,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,Patrick and Chris will give you some more detailed information on the latest advice we are giving the public today - and how we expect that advice to change as the outbreak develops.,5,,,,,,,,,,,
204,10126,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"As things stand I’m afraid it bears repeating that the best thing we can all do is wash our hands for 20 seconds with soap and water. We will also take questions, because I know there are lots of things the public want to hear from our advisors about.",6,,,,,,,,,,,
205,10127,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"But before that I want to stress the following things:
First, we are doing everything we can to combat this outbreak, based on the very latest scientific and medical advice.",7,,,,,,,,,,,
206,10128,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"Second, we have a truly brilliant NHS, where staff have responded with all the determination, compassion and skill that makes their service so revered across the world. And they will continue to have this government’s full support, my support, in tackling this virus on the frontline.",8,,,,,,,,,,,
207,10129,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"Third, we will set out further steps in the days and weeks ahead to help people protect themselves, their family and in particular the elderly and vulnerable.",9,,,,,,,,,,,
208,101210,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"And finally, while it is absolutely critical, it’s absolutely critical in managing the spread of this virus that we take the right decisions at the right time, based on the latest and best evidence. So we must not do things which have no or limited medical benefit, nor things which could turn out to be counterproductive.",10,,,,,,,,,,,
209,101211,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"There is no hiding from the fact that the coronavirus outbreak will present significant challenges for the UK, just as it does in other countries.",11,,,,,,,,,,,
210,101212,UK,UK,09.03.2020,Prime Minister's statement on coronavirus (COVID-19): 9 March 2020,1012,"But if we continue to look out for one another, to pull together in a united and national effort, I have no doubt that we can and will rise to that challenge. And I’m now going to ask Patrick and then Chris to give their own perspective on where we are.",12,,,,,,,,,,,
211,10131,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"Good afternoon everybody and thank you very much for coming. I’ve just chaired a meeting of the government’s emergency committee including ministers from Scotland, Wales and Northern Ireland. And it’s clear that coronavirus, COVID-19, continues and will continue to spread across the world and our country over the next few months. We’ve done what can be done to contain this disease and this has bought us valuable time.",1,,,,,,,,Publicity of executive's measures,,,
212,10132,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"But it is now a global pandemic. And the number of cases will rise sharply and indeed the true number of cases is higher - perhaps much higher - than the number of cases we have so far confirmed with tests.
I’ve got to be clear, we’ve all got to be clear, that this is the worst public health crisis for a generation.",2,,,,,,,,,,,
213,10133,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"Some people compare it to seasonal flu. Alas, that is not right. Owing to the lack of immunity, this disease is more dangerous. And it’s going to spread further and I must level with you, level with the British public, many more families are going to lose loved ones before their time. And the Chief Scientific Adviser will set out the best information we have on that in a moment.",3,,,,,,,,Creation of certification of information by gov system,,,
214,10134,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"But as we’ve said over the last few weeks, we have a clear plan that we are now working through. And we are now moving to the next phase in that plan.",4,,,,,,,,Publicity of executive's measures,,,
215,10135,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"Because this is now not just to attempt to contain the disease as far as possible, but to delay its spread and thereby minimise the suffering. If we delay the peak even by a few weeks, then our NHS will be in a stronger state as the weather improves and fewer people suffer from normal respiratory diseases, more beds are available and we’ll have more time for medical research.",5,,,,,,,,,,,
216,10136,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,We can also act to stretch the peak of the disease over a longer period so that our society is better able to cope.,6,,,,,,,,,,,
217,10137,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,The Chief Medical Officer will set out our lines of defence. We have to deploy these at the right time to maximise their effect. The most important task will be to protect our elderly and most vulnerable people during the peak weeks when there is the maximum risk of exposure to the disease and when the NHS will be under the most pressure. So the most dangerous period is not now but some weeks away depending on how fast it spreads.,7,,,,,,,,Publicity of executive's measures,,Vulnerable people,
218,10138,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"Today therefore we are moving forward with our plan. From tomorrow, if you have coronavirus symptoms, however mild – either a new continuous cough or a high temperature – then you should stay at home for at least 7 days to protect others and help slow the spread of the disease.",8,,,Self-isolation / quarantine,,,,,,,,
219,10139,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,We advise all those over 70 and those with serious medical conditions against going on cruises and we advise against international school trips.,9,,,,Restrictions on international travels,,,,,,,
220,101310,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"At some point in the next few weeks, we are likely to go further and if someone in a household has those symptoms, we will be asking everyone in the household to stay at home. We are not introducing this yet for reasons Sir Patrick will explain, but I want to signal now that this is coming down the track.",10,,,Stay at home requirements,,,,,,,Households with people with symptoms,
221,101311,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,We are considering the question of banning major public events such as sporting fixtures. The scientific advice as we’ve said over the last couple of weeks is that banning such events will have little effect on the spread.,11,,,Ban on public gatherings,,,,,,,,
222,101312,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,But there is also the issue of the burden that such events can place on public services. So we’re discussing these issues with colleagues in all parts of the United Kingdom and will have more to say shortly about the timing of further action in that respect.,12,,,,,,,,,,,
223,101313,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"At all stages, we have been guided by the science, and we will do the right thing at the right time. We are not - repeat not - closing schools now. The scientific advice is that this could do more harm than good at this time. But we are of course keeping this under review and this again may change as the disease spreads. Schools should only close if they are specifically advised to do so. And that remains our advice",13,,,,,,,,,,,
224,101314,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"There is no escaping the reality that these measures will cause severe disruption across our country for many months.The best scientific advice is that this will help us slow the disease and save lives. There will be detailed information available on the NHS website and from 111 online. But I want to stress something that is very important in the wake of what we’re saying this afternoon – I urge people, who think in view of what we’re saying about their potential symptoms that they should stay at home, not to call 111 but to use the internet for information if they can.",14,,,,,,,,Creation of certification of information by gov system,,,
225,101315,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"I also want at this stage to speak directly to older people. Because this disease is particularly dangerous for you, for older people, even though the vast majority this will be a mild to moderate illness, I know that many people will be very worried. And I think we should all be thinking about our elderly relatives, the more vulnerable members of their family, our neighbours, and everything we can do to protect them over the next few months. We’re going to need to mobilise millions of people to help and support each other. And I just want to you to know that the government will do all we can to help you and your family during this period. We’re not just going to be as you saw yesterday supporting the economy during this period, we will be providing money and many other forms of support, and helping communities to support each other.",15,,,,,,,,,,Older people,
226,101316,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"And as we have done over the last few weeks, we will continue to provide, as soon as we have it, as much clear scientific and medical information as we can.",16,,,,,,,,Creation of certification of information by gov system,,,
227,101317,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"So I’d like to end by repeating the two important messages, with which you will have become familiar – it is still vital, perhaps more vital than ever – that we remember to wash our hands.",17,,,,,,,,,,,
228,101318,UK,UK,12.03.2020,Prime Minister's statement on coronavirus (COVID-19): 12 March 2020,1013,"And lastly of course even if things seem tough now, just to remember, that we will get through this, this country will get through this epidemic, just as it has got through many tougher experiences before if we look out for each other and commit wholeheartedly to a full national effort.",18,,,,,,,,,,,
229,10141,UK,UK,13.03.2020,Postponement of May 2020 elections,1014,"Local, mayoral and Police and Crime Commissioner elections that were due to take place in May this year will be postponed until May 2021, the Government has confirmed today. The Government will also work with the devolved administrations to ensure that they have the necessary powers to take the same approach.",1,Suspension of elections,,,,,,,,,,
230,10142,UK,UK,13.03.2020,Postponement of May 2020 elections,1014,The decision was taken following advice from the Government’s medical experts in relation to the response to the Covid-19 virus and the advice of those delivering elections. Legislation will now be brought forward to postpone the elections for 12 months. Further details will be set out in due course.,2,Suspension of elections,,,,,,,,,,
231,10151,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"Good afternoon everybody, thank you very much for coming. I wanted to bring everyone up to date with the national fight back against the new coronavirus and the decisions that we’ve just taken in COBR for the whole of the UK. As we said last week, our objective is to delay and flatten the peak of the epidemic by bringing forward the right measures at the right time, so that we minimise suffering and save lives. And everything we do is based scrupulously on the best scientific advice.",1,,,,,,,,Publicity of executive's measures,,,
232,10152,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"Last week we asked everyone to stay at home if you had one of two key symptoms: a high temperature or a new and continuous cough. Today, we need to go further, because according to SAGE [the Scientific Advisory Group for Emergencies] it looks as though we’re now approaching the fast growth part of the upward curve.",2,,,Self-isolation / quarantine,,,,,,,People with symptoms,
233,10153,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"And without drastic action, cases could double every 5 or 6 days. So, first, we need to ask you to ensure that if you or anyone in your household has one of those two symptoms, then you should stay at home for fourteen days.",3,,,Self-isolation / quarantine,,,,,,,People with symptoms,14 days
234,10154,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"That means that if possible you should not go out even to buy food or essentials, other than for exercise, and in that case at a safe distance from others. If necessary, you should ask for help from others for your daily necessities. And if that is not possible, then you should do what you can to limit your social contact when you leave the house to get supplies.",4,,,Self-isolation / quarantine,,,,,,,,
235,10155,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"So, second, now is the time for everyone to stop non-essential contact with others and to stop all unnecessary travel.",5,,,Self-isolation / quarantine,Restrictions on travels,,,,,,General public,
236,10156,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"We need people to start working from home where they possibly can. And you should avoid pubs, clubs, theatres and other such social venues.",6,,,Stay at home requirements,,,,,,,General public,
237,10157,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"It goes without saying, we should all only use the NHS when we really need to. And please go online rather than ringing NHS 111.",7,,,,,,,,,,General public,
238,10158,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"Now, this advice about avoiding all unnecessary social contact, is particularly important for people over 70, for pregnant women and for those with some health conditions.",8,,,,,,,,,,Older people; people with medical conditions,
239,10159,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"And if you ask, why are we doing this now, why now, why not earlier, or later? Why bring in this very draconian measure?
The answer is that we are asking people to do something that is difficult and disruptive of their lives.",9,,,,,,,,,,,
240,101510,UK,UK,16.03.2020,Prime Minister's statement on coronavirus (COVID-19): 16 March 2020,1015,"And the right moment, as we’ve always said, is to do it when it is most effective, when we think it can make the biggest difference to slowing the spread of the disease, reducing the number of victims, reducing the number of fatalities.
And as we take these steps we should be focusing on the most vulnerable.",10,,,,,,,,,,Vulnerable people,
